code,name,description,refreshed_at
SHIVTEX,Shiva Texyarn Limited,Historical prices for Shiva Texyarn Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHIVTEX<br><br>ISIN: INE705C01012,14/09/2023
SHIV_VANI,Shiv-Vani Oil & Gas Exploration Services Limited,Historical prices for Shiv-Vani Oil & Gas Exploration Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHIV_VANI<br><br>ISIN: INE756B01017,15/09/2023
SHK,S H Kelkar and Company Limited,Historical prices for S H Kelkar and Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHK<br><br>ISIN: INE500L01026,16/09/2023
SHLAKSHMI,Shri Lakshmi Cotsyn Limited,Historical prices for Shri Lakshmi Cotsyn Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHLAKSHMI<br><br>ISIN: INE851B01016,17/09/2023
SHOPERSTOP,Shoppers Stop Limited,Historical prices for Shoppers Stop Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHOPERSTOP<br><br>ISIN: INE498B01024,18/09/2023
SHREEASHTA,Shree Ashtavinayak Cine Vision Limited,"Historical prices for Shree Ashtavinayak Cine Vision Limited (SHREEASHTA), (ISIN: INE538H01024),  National Stock Exchange of India.",19/09/2023
SHREECEM,SHREE CEMENT LIMITED,Historical prices for SHREE CEMENT LIMITED<br><br>National Stock Exchange of India<br><br>Ticker: SHREECEM<br><br>ISIN: INE070A01015,20/09/2023
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Historical prices for Shree Pushkar Chemicals & Fertilisers Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHREEPUSHK<br><br>ISIN: INE712K01011,21/09/2023
SHREERAMA,Shree Rama Multi-Tech Limited,Historical prices for Shree Rama Multi-Tech Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHREERAMA<br><br>ISIN: INE879A01019,22/09/2023
SHRENUJ,Shrenuj & Company Limited,Historical prices for Shrenuj & Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHRENUJ<br><br>ISIN: INE633A01028,23/09/2023
SHREYANIND,Shreyans Industries Limited,Historical prices for Shreyans Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHREYANIND<br><br>ISIN: INE231C01019,24/09/2023
SHREYAS,Shreyas Shipping & Logistics Limited,Historical prices for Shreyas Shipping & Logistics Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHREYAS<br><br>ISIN: INE757B01015,25/09/2023
SHRIASTER,Shri Aster Silicates Limited,Historical prices for Shri Aster Silicates Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHRIASTER<br><br>ISIN: INE900K01012,26/09/2023
SHRINATRAJ,Shri Nataraj Ceramic and Chemical Industries Limited,"Historical prices for Shri Nataraj Ceramic and Chemical Industries Limited (SHRINATRAJ), (ISIN: INE200F01017),  National Stock Exchange of India.",27/09/2023
SHRIPISTON,Shriram Pistons & Rings Limited,Historical prices for Shriram Pistons & Rings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHRIPISTON<br><br>ISIN: INE526E01018,28/09/2023
SHRIRAMCIT,Shriram City Union Finance Limited,Historical prices for Shriram City Union Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHRIRAMCIT<br><br>ISIN: INE722A01011,29/09/2023
SHRIRAMEPC,Shriram EPC Limited,Historical prices for Shriram EPC Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHRIRAMEPC<br><br>ISIN: INE964H01014,30/09/2023
SHYAMCENT,Shyam Century Ferrous Limited,Historical prices for Shyam Century Ferrous Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHYAMCENT<br><br>ISIN: INE979R01011,1/10/2023
SHYAMTEL,Shyam Telecom Limited,Historical prices for Shyam Telecom Limited<br><br>National Stock Exchange of India<br><br>Ticker: SHYAMTEL<br><br>ISIN: INE635A01023,2/10/2023
SICAGEN,Sicagen India Limited,Historical prices for Sicagen India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SICAGEN<br><br>ISIN: INE176J01011,3/10/2023
SICAL,Sical Logistics Limited,Historical prices for Sical Logistics Limited<br><br>National Stock Exchange of India<br><br>Ticker: SICAL<br><br>ISIN: INE075B01012,4/10/2023
SIEMENS,Siemens Limited,Historical prices for Siemens Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIEMENS<br><br>ISIN: INE003A01024,5/10/2023
SIGIND,Signet Industries Limited,Historical prices for Signet Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIGIND<br><br>ISIN: INE529F01035,6/10/2023
SIGNET,Signet Industries Limited,Historical prices for Signet Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIGNET<br><br>ISIN: INE529F01027,7/10/2023
SIGNETIND,Signet Industries Limited,"Historical prices for Signet Industries Limited (SIGNETIND), (ISIN: INE529F01019),  National Stock Exchange of India.",8/10/2023
SIL,Standard Industries Limited,Historical prices for Standard Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIL<br><br>ISIN: INE173A01025,9/10/2023
SILINV,SIL Investments Limited,Historical prices for SIL Investments Limited<br><br>National Stock Exchange of India<br><br>Ticker: SILINV<br><br>ISIN: INE923A01015,10/10/2023
SIMBHALS,Simbhaoli Sugars Limited,Historical prices for Simbhaoli Sugars Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIMBHALS<br><br>ISIN: INE748T01016,11/10/2023
SIMBHSUGAR,Simbhaoli Sugars Limited,Historical prices for Simbhaoli Sugars Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIMBHSUGAR<br><br>ISIN: INE270C01017,12/10/2023
SIMPLEX,Simplex Projects Limited,Historical prices for Simplex Projects Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIMPLEX<br><br>ISIN: INE898F01018,13/10/2023
SIMPLEXCAS,Simplex Castings Limited,"Historical prices for Simplex Castings Limited (SIMPLEXCAS), (ISIN: INE658D01011),  National Stock Exchange of India.",14/10/2023
SIMPLEXINF,Simplex Infrastructures Limited,Historical prices for Simplex Infrastructures Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIMPLEXINF<br><br>ISIN: INE059B01024,15/10/2023
SINTEX,Sintex Industries Limited,Historical prices for Sintex Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SINTEX<br><br>ISIN: INE429C01035,16/10/2023
SIRPAPER,The Sirpur Paper Mills Limited,Historical prices for The Sirpur Paper Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIRPAPER<br><br>ISIN: INE202C01010,17/10/2023
SIS,Security and Intelligence Services (India) Limited,Historical prices for Security and Intelligence Services (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIS<br><br>ISIN: INE285J01010,18/10/2023
SITASHREE,Sita Shree Food Products Limited,Historical prices for Sita Shree Food Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: SITASHREE<br><br>ISIN: INE686I01011,19/10/2023
SITICABLE,Siti Cable Network Limited,Historical prices for Siti Cable Network Limited<br><br>National Stock Exchange of India<br><br>Ticker: SITICABLE<br><br>ISIN: INE965H01011,20/10/2023
SITINET,Siti Networks Limited,Historical prices for Siti Networks Limited<br><br>National Stock Exchange of India<br><br>Ticker: SITINET<br><br>ISIN: INE965H01011,21/10/2023
SIYSIL,Siyaram Silk Mills Limited,Historical prices for Siyaram Silk Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SIYSIL<br><br>ISIN: INE076B01028,22/10/2023
SJVN,SJVN Limited,Historical prices for SJVN Limited<br><br>National Stock Exchange of India<br><br>Ticker: SJVN<br><br>ISIN: INE002L01015,23/10/2023
SKFINDIA,SKF India Limited,Historical prices for SKF India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SKFINDIA<br><br>ISIN: INE640A01023,24/10/2023
SKIL,SKIL Infrastructure Limited,Historical prices for SKIL Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: SKIL<br><br>ISIN: INE429F01012,25/10/2023
SKIPPER,Skipper Limited,Historical prices for Skipper Limited<br><br>National Stock Exchange of India<br><br>Ticker: SKIPPER<br><br>ISIN: INE439E01022,26/10/2023
SKMEGGPROD,SKM Egg Products Export (India) Limited,Historical prices for SKM Egg Products Export (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: SKMEGGPROD<br><br>ISIN: INE411D01015,27/10/2023
SKSMICRO,SKS Microfinance Limited,Historical prices for SKS Microfinance Limited<br><br>National Stock Exchange of India<br><br>Ticker: SKSMICRO<br><br>ISIN: INE180K01011,28/10/2023
SKUMARSYNF,S. Kumars Nationwide Limited,"Historical prices for S. Kumars Nationwide Limited (SKUMARSYNF), (ISIN: INE772A01016),  National Stock Exchange of India.",29/10/2023
SMARTLINK,Smartlink Holdings Limited,Historical prices for Smartlink Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SMARTLINK<br><br>ISIN: INE178C01020,30/10/2023
SMLISUZU,SML Isuzu Limited,Historical prices for SML Isuzu Limited<br><br>National Stock Exchange of India<br><br>Ticker: SMLISUZU<br><br>ISIN: INE294B01019,31/10/2023
SMOBILITY,S Mobility Limited,"Historical prices for S Mobility Limited (SMOBILITY), (ISIN: INE927C01020),  National Stock Exchange of India.",1/11/2023
SMPL,Splendid Metal Products Limited,Historical prices for Splendid Metal Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: SMPL<br><br>ISIN: INE215G01021,2/11/2023
SMSLIFE,SMS Lifesciences India Limited,Historical prices for SMS Lifesciences India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SMSLIFE<br><br>ISIN: INE320X01016,3/11/2023
SMSPHARMA,SMS Pharmaceuticals Limited,Historical prices for SMS Pharmaceuticals Limited<br><br>National Stock Exchange of India<br><br>Ticker: SMSPHARMA<br><br>ISIN: INE812G01025,4/11/2023
SNOWMAN,Snowman Logistics Limited,Historical prices for Snowman Logistics Limited<br><br>National Stock Exchange of India<br><br>Ticker: SNOWMAN<br><br>ISIN: INE734N01019,5/11/2023
SOBHA,Sobha Limited,Historical prices for Sobha Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOBHA<br><br>ISIN: INE671H01015,6/11/2023
SOFTTECHGR,Software Technology Group International Limited,Historical prices for Software Technology Group International Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOFTTECHGR<br><br>ISIN: INE863A01013,7/11/2023
SOLARA,Solara Active Pharma Sciences Limited,Historical prices for Solara Active Pharma Sciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOLARA<br><br>ISIN: INE624Z01016,8/11/2023
SOLARINDS,Solar Industries India Limited,Historical prices for Solar Industries India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOLARINDS<br><br>ISIN: INE343H01029,9/11/2023
SOMANYCERA,Somany Ceramics Limited,Historical prices for Somany Ceramics Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOMANYCERA<br><br>ISIN: INE355A01028,10/11/2023
SOMATEX,Soma Textiles & Industries Limited,Historical prices for Soma Textiles & Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOMATEX<br><br>ISIN: INE314C01013,11/11/2023
SOMICONVEY,Somi Conveyor Beltings Limited,Historical prices for Somi Conveyor Beltings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOMICONVEY<br><br>ISIN: INE323J01019,12/11/2023
SONASTEER,Sona Koyo Steering Systems Limited,Historical prices for Sona Koyo Steering Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: SONASTEER<br><br>ISIN: INE643A01035,13/11/2023
SONATSOFTW,Sonata Software Limited,Historical prices for Sonata Software Limited<br><br>National Stock Exchange of India<br><br>Ticker: SONATSOFTW<br><br>ISIN: INE269A01021,14/11/2023
SORILHOLD,SORIL Holdings and Ventures Limited,Historical prices for SORIL Holdings and Ventures Limited<br><br>National Stock Exchange of India<br><br>Ticker: SORILHOLD<br><br>ISIN: INE126M01010,15/11/2023
SORILINFRA,SORIL Infra Resources Limited,Historical prices for SORIL Infra Resources Limited<br><br>National Stock Exchange of India<br><br>Ticker: SORILINFRA<br><br>ISIN: INE034H01016,16/11/2023
SOTL,Savita Oil Technologies Limited,Historical prices for Savita Oil Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOTL<br><br>ISIN: INE035D01012,17/11/2023
SOUISPAT,Southern Ispat And Energy Limited,"Historical prices for Southern Ispat And Energy Limited (SOUISPAT), (ISIN: INE943B01011),  National Stock Exchange of India.",18/11/2023
SOUTHBANK,The South Indian Bank Limited,Historical prices for The South Indian Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: SOUTHBANK<br><br>ISIN: INE683A01023,19/11/2023
SPAL,S. P. Apparels Limited,Historical prices for S. P. Apparels Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPAL<br><br>ISIN: INE212I01016,20/11/2023
SPANCO,Spanco Limited,"Historical prices for Spanco Limited (SPANCO), (ISIN: INE360B01026),  National Stock Exchange of India.",21/11/2023
SPARC,Sun Pharma Advanced Research Company Limited,Historical prices for Sun Pharma Advanced Research Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPARC<br><br>ISIN: INE232I01014,22/11/2023
SPCENET,Spacenet Enterprises India Limited,Historical prices for Spacenet Enterprises India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPCENET<br><br>ISIN: INE970N01027,23/11/2023
SPECIALITY,Speciality Restaurants Limited,Historical prices for Speciality Restaurants Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPECIALITY<br><br>ISIN: INE247M01014,24/11/2023
SPECTACLE,Spectacle Ventures Limited,Historical prices for Spectacle Ventures Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPECTACLE<br><br>ISIN: INE409H01028,25/11/2023
SPENTEX,Spentex Industries Limited,Historical prices for Spentex Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPENTEX<br><br>ISIN: INE376C01020,26/11/2023
SPHEREGSL,Sphere Global Services Limited,Historical prices for Sphere Global Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPHEREGSL<br><br>ISIN: INE737B01033,27/11/2023
SPIC,Southern Petrochemicals Industries Corporation Limited,Historical prices for Southern Petrochemicals Industries Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPIC<br><br>ISIN: INE147A01011,28/11/2023
SPICEMOBI,Spice Mobility Limited,Historical prices for Spice Mobility Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPICEMOBI<br><br>ISIN: INE927C01020,29/11/2023
SPLIL,SPL Industries Limited,Historical prices for SPL Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPLIL<br><br>ISIN: INE978G01016,30/11/2023
SPMLINFRA,SPML Infra Limited,Historical prices for SPML Infra Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPMLINFRA<br><br>ISIN: INE937A01023,1/12/2023
SPTL,Sintex Plastics Technology Limited,Historical prices for Sintex Plastics Technology Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPTL<br><br>ISIN: INE501W01021,2/12/2023
SPYL,Shekhawati Poly-Yarn Limited,Historical prices for Shekhawati Poly-Yarn Limited<br><br>National Stock Exchange of India<br><br>Ticker: SPYL<br><br>ISIN: INE268L01020,3/12/2023
SQSBFSI,SQS India BFSI Limited,Historical prices for SQS India BFSI Limited<br><br>National Stock Exchange of India<br><br>Ticker: SQSBFSI<br><br>ISIN: INE201K01015,4/12/2023
SREEL,Sreeleathers Limited,Historical prices for Sreeleathers Limited<br><br>National Stock Exchange of India<br><br>Ticker: SREEL<br><br>ISIN: INE099F01013,5/12/2023
SREINFRA,SREI Infrastructure Finance Limited,Historical prices for SREI Infrastructure Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: SREINFRA<br><br>ISIN: INE872A01014,6/12/2023
SRF,SRF Limited,Historical prices for SRF Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRF<br><br>ISIN: INE647A01010,7/12/2023
SRGINFOTEC,SRG Infotec (India) Limited,Historical prices for SRG Infotec (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRGINFOTEC<br><br>ISIN: INE376A01032,8/12/2023
SRHHLINDST,SRHHL Industries Limited,"Historical prices for SRHHL Industries Limited (SRHHLINDST), (ISIN: INE724B01023),  National Stock Exchange of India.",9/12/2023
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Historical prices for Sree Rayalaseema Hi-Strength Hypo Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRHHYPOLTD<br><br>ISIN: INE917H01012,10/12/2023
SRICHAMUND,Sri Chamundeswari Sugars Limited,"Historical prices for Sri Chamundeswari Sugars Limited (SRICHAMUND), (ISIN: INE004H01019),  National Stock Exchange of India.",11/12/2023
SRIPIPES,Srikalahasthi Pipes Limited,Historical prices for Srikalahasthi Pipes Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRIPIPES<br><br>ISIN: INE943C01027,12/12/2023
SRSLTD,SRS Limited,Historical prices for SRS Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRSLTD<br><br>ISIN: INE219H01039,13/12/2023
SRTRANSFIN,Shriram Transport Finance Company Limited,Historical prices for Shriram Transport Finance Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SRTRANSFIN<br><br>ISIN: INE721A01013,14/12/2023
SSLT,Sesa Sterlite Limited,"Historical prices for Sesa Sterlite Limited (SSLT), (ISIN: INE205A01025),  National Stock Exchange of India.",15/12/2023
SSWL,Steel Strips Wheels Limited,Historical prices for Steel Strips Wheels Limited<br><br>National Stock Exchange of India<br><br>Ticker: SSWL<br><br>ISIN: INE802C01017,16/12/2023
STAMPEDE,Stampede Capital Limited,Historical prices for Stampede Capital Limited<br><br>National Stock Exchange of India<br><br>Ticker: STAMPEDE<br><br>ISIN: INE224E01028,17/12/2023
STAR,Strides Pharma Science Limited,Historical prices for Strides Pharma Science Limited<br><br>National Stock Exchange of India<br><br>Ticker: STAR<br><br>ISIN: INE939A01011,18/12/2023
STARCEMENT,Star Cement Limited,Historical prices for Star Cement Limited<br><br>National Stock Exchange of India<br><br>Ticker: STARCEMENT<br><br>ISIN: INE460H01021,19/12/2023
STARPAPER,Star Paper Mills Limited,Historical prices for Star Paper Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: STARPAPER<br><br>ISIN: INE733A01018,20/12/2023
STCINDIA,The State Trading Corporation of India Limited,Historical prices for The State Trading Corporation of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: STCINDIA<br><br>ISIN: INE655A01013,21/12/2023
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Historical prices for STEEL EXCHANGE INDIA LIMITED<br><br>National Stock Exchange of India<br><br>Ticker: STEELXIND<br><br>ISIN: INE503B01013,22/12/2023
STEL,Stel Holdings Limited,Historical prices for Stel Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: STEL<br><br>ISIN: INE577L01016,23/12/2023
STER,Sterlite Industries ( India ) Limited,"Historical prices for Sterlite Industries ( India ) Limited (STER), (ISIN: INE268A01049),  National Stock Exchange of India.",24/12/2023
STERLINBIO,Sterling Biotech Limited,Historical prices for Sterling Biotech Limited<br><br>National Stock Exchange of India<br><br>Ticker: STERLINBIO<br><br>ISIN: INE324C01038,25/12/2023
STERTOOLS,Sterling Tools Limited,Historical prices for Sterling Tools Limited<br><br>National Stock Exchange of India<br><br>Ticker: STERTOOLS<br><br>ISIN: INE334A01023,26/12/2023
STINDIA,STI India Limited,Historical prices for STI India Limited<br><br>National Stock Exchange of India<br><br>Ticker: STINDIA<br><br>ISIN: INE090C01019,27/12/2023
STOREONE,Store One Retail India Limited,Historical prices for Store One Retail India Limited<br><br>National Stock Exchange of India<br><br>Ticker: STOREONE<br><br>ISIN: INE034H01016,28/12/2023
STRTECH,Sterlite Technologies Limited,Historical prices for Sterlite Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: STRTECH<br><br>ISIN: INE089C01029,29/12/2023
STYABS,Styrolution ABS (India) Limited,Historical prices for Styrolution ABS (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: STYABS<br><br>ISIN: INE189B01011,30/12/2023
SUBEX,Subex Limited,Historical prices for Subex Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUBEX<br><br>ISIN: INE754A01014,31/12/2023
SUBROS,Subros Limited,Historical prices for Subros Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUBROS<br><br>ISIN: INE287B01021,1/01/2024
SUDAR,Sudar Industries Limited,Historical prices for Sudar Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUDAR<br><br>ISIN: INE384L01017,2/01/2024
SUDARSCHEM,Sudarshan Chemical Industries Limited,Historical prices for Sudarshan Chemical Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUDARSCHEM<br><br>ISIN: INE659A01023,3/01/2024
SUJANATOW,Sujana Tower Limited,"Historical prices for Sujana Tower Limited (SUJANATOW), (ISIN: INE333I01028),  National Stock Exchange of India.",4/01/2024
SUJANATWR,Sujana Tower Limited,Historical prices for Sujana Tower Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUJANATWR<br><br>ISIN: INE333I01036,5/01/2024
SUJANAUNI,Sujana Universal Industries Limited,Historical prices for Sujana Universal Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUJANAUNI<br><br>ISIN: INE216G01011,6/01/2024
SUMEETINDS,Sumeet Industries Limited,Historical prices for Sumeet Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUMEETINDS<br><br>ISIN: INE235C01010,7/01/2024
SUMMITSEC,Summit Securities Limited,Historical prices for Summit Securities Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUMMITSEC<br><br>ISIN: INE519C01017,8/01/2024
SUNCLAYLTD,Sundaram Clayton Limited,Historical prices for Sundaram Clayton Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNCLAYLTD<br><br>ISIN: INE105A01035,9/01/2024
SUNCLAYTON,Sundaram Clayton Limited,"Historical prices for Sundaram Clayton Limited (SUNCLAYTON), (ISIN: INE105A01027),  National Stock Eschange of India.",10/01/2024
SUNDARAM,Sundaram Multi Pap Limited,Historical prices for Sundaram Multi Pap Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDARAM<br><br>ISIN: INE108E01023,11/01/2024
SUNDARMFIN,Sundaram Finance Limited,Historical prices for Sundaram Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDARMFIN<br><br>ISIN: INE660A01013,12/01/2024
SUNDARMHLD,Sundaram Finance Holdings Limited,Historical prices for Sundaram Finance Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDARMHLD<br><br>ISIN: INE202Z01029,13/01/2024
SUNDRMBRAK,Sundaram Brake Linings Limited,Historical prices for Sundaram Brake Linings Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDRMBRAK<br><br>ISIN: INE073D01013,14/01/2024
SUNDRMFAST,Sundram Fasteners Limited,Historical prices for Sundram Fasteners Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNDRMFAST<br><br>ISIN: INE387A01021,15/01/2024
SUNFLAG,Sunflag Iron And Steel Company Limited,Historical prices for Sunflag Iron And Steel Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNFLAG<br><br>ISIN: INE947A01014,16/01/2024
SUNILHITEC,Sunil Hitech Engineers Limited,Historical prices for Sunil Hitech Engineers Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNILHITEC<br><br>ISIN: INE305H01028,17/01/2024
SUNPHARMA,Sun Pharmaceutical Industries Limited,Historical prices for Sun Pharmaceutical Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNPHARMA<br><br>ISIN: INE044A01036,18/01/2024
SUNTECK,Sunteck Realty Limited,Historical prices for Sunteck Realty Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNTECK<br><br>ISIN: INE805D01034,19/01/2024
SUNTV,Sun TV Network Limited,Historical prices for Sun TV Network Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUNTV<br><br>ISIN: INE424H01027,20/01/2024
SUPER,Super Sales India Limited,"Historical prices for Super Sales India Limited (SUPER), (ISIN: INE091C01017),  National Stock Exchange of India.",21/01/2024
SUPERHOUSE,Superhouse Limited,Historical prices for Superhouse Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPERHOUSE<br><br>ISIN: INE712B01010,22/01/2024
SUPERSPIN,Super Spinning Mills Limited,Historical prices for Super Spinning Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPERSPIN<br><br>ISIN: INE662A01027,23/01/2024
SUPPETRO,Supreme Petrochem Limited,Historical prices for Supreme Petrochem Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPPETRO<br><br>ISIN: INE663A01017,24/01/2024
SUPRAJIT,Suprajit Engineering Limited,Historical prices for Suprajit Engineering Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPRAJIT<br><br>ISIN: INE399C01030,25/01/2024
SUPREMEIND,Supreme Industries Limited,Historical prices for Supreme Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPREMEIND<br><br>ISIN: INE195A01028,26/01/2024
SUPREMEINF,Supreme Infrastructure India Limited,Historical prices for Supreme Infrastructure India Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPREMEINF<br><br>ISIN: INE550H01011,27/01/2024
SUPREMETEX,Supreme Tex Mart Limited,Historical prices for Supreme Tex Mart Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUPREMETEX<br><br>ISIN: INE651G01027,28/01/2024
SURAJDIAMN,Su-Raj Diamonds and Jewellery Limited,"Historical prices for Su-Raj Diamonds and Jewellery Limited (SURAJDIAMN), (ISIN: INE664A01015),  National Stock Eschange of India.",29/01/2024
SURANACORP,Surana Corporation Limited,Historical prices for Surana Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANACORP<br><br>ISIN: INE357D01010,30/01/2024
SURANAIND,Surana Industries Limited,Historical prices for Surana Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANAIND<br><br>ISIN: INE659D01019,31/01/2024
SURANASOL,Surana Solar Limited,Historical prices for Surana Solar Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANASOL<br><br>ISIN: INE272L01022,1/02/2024
SURANATP,Surana Telecom and Power Limited,Historical prices for Surana Telecom and Power Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURANATP<br><br>ISIN: INE130B01031,2/02/2024
SURANAVEL,Surana Ventures Limited,"Historical prices for Surana Ventures Limited (SURANAVEL), (ISIN: INE272L01014),  National Stock Exchange of India.",3/02/2024
SURYAJYOTI,Suryajyoti Spinning Mills Limited,Historical prices for Suryajyoti Spinning Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYAJYOTI<br><br>ISIN: INE411C01017,4/02/2024
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Historical prices for Suryalakshmi Cotton Mills Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYALAXMI<br><br>ISIN: INE713B01026,5/02/2024
SURYAPHARM,Surya Pharmaceutical Limited,Historical prices for Surya Pharmaceutical Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYAPHARM<br><br>ISIN: INE249G01020,6/02/2024
SURYAROSNI,Surya Roshni Limited,Historical prices for Surya Roshni Limited<br><br>National Stock Exchange of India<br><br>Ticker: SURYAROSNI<br><br>ISIN: INE335A01012,7/02/2024
SUTLEJTEX,Sutlej Textiles and Industries Limited,Historical prices for Sutlej Textiles and Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUTLEJTEX<br><br>ISIN: INE645H01027,8/02/2024
SUVEN,Suven Life Sciences Limited,Historical prices for Suven Life Sciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: SUVEN<br><br>ISIN: INE495B01038,9/02/2024
